Time,Channel A,Channel B
16.53402061,-76.90664000,0.12497330
16.58402060,-72.05420000,0.24185920
16.63402060,-67.46116000,0.37766660
16.68402060,-64.31775000,0.49775690
16.73402059,-60.70131000,0.63310650
16.78402059,-57.66472000,0.74953460
16.83402059,-53.91095000,0.88259530
16.88402059,-50.32502000,0.99856560
16.93402058,-47.19687000,1.12979500
16.98402058,-45.35051000,1.24286600
17.03402058,-42.52754000,1.36967100
17.08402057,-39.52147000,1.47770600
17.13402057,-36.39332000,1.60100100
17.18402057,-33.86028000,1.70827400
17.23402056,-31.17466000,1.82668500
17.28402056,-29.08414000,1.92648100
17.33402056,-26.49006000,2.03924700
17.38402056,-24.04858000,2.13644800
17.43402055,-21.63762000,2.24341600
17.48402055,-19.89807000,2.33314000
17.53402055,-17.56340000,2.43278300
17.58402054,-15.19822000,2.51670900
17.63402054,-12.92459000,2.60902700
17.68402054,-11.30711000,2.68608700
17.73402053,-9.24710800,2.77047000
17.78402053,-7.29392300,2.84035800
17.83402053,-5.03555400,2.91680600
17.88402053,-3.02133200,2.98074300
17.93402052,-0.80874040,3.04773100
17.98402052,0.57985160,3.10083300
18.03402052,6.79036800,3.15607200
18.08402051,15.33555000,3.19956100
18.13402051,34.39436000,3.24015000
18.18402051,61.17435000,3.26700600
18.23402051,74.00738000,3.30057700
18.28402050,70.05524000,3.33262100
18.33402050,73.29019000,3.35993500
18.38402050,81.74382000,3.37611000
18.43402049,86.15375000,3.39182700
18.48402049,85.60442000,3.40281400
18.53402049,88.76308000,3.40937500
18.58402048,94.63789000,3.41013800
18.63402048,98.39167000,3.40586600
18.68402048,99.20041000,3.39762600
18.73402048,102.25230000,3.38297700
18.78402047,106.66220000,3.36558100
18.83402047,110.00400000,3.34070900
18.88402047,111.51460000,3.31446300
18.93402046,114.35280000,3.27951900
18.98402046,117.74040000,3.24488000
19.03402046,120.71600000,3.20017100
19.08402045,122.59280000,3.15668200
19.13402045,125.08010000,3.10144400
19.18402045,127.49110000,3.04864600
19.23402045,129.97830000,2.98440500
19.28402044,131.94680000,2.92504600
19.33402044,134.17460000,2.85226000
19.38402044,136.11250000,2.78466100
19.43402043,138.12680000,2.70226100
19.48402043,139.68320000,2.62596500
19.53402043,141.63640000,2.53547800
19.58402042,143.51330000,2.45368800
19.63402042,145.10020000,2.35572400
19.68402042,145.98530000,2.26630400
19.73402042,147.37390000,2.16193100
19.78402041,148.93030000,2.06900200
19.83402041,150.02900000,1.95791500
19.88402041,150.41050000,1.85705100
19.93402040,151.23450000,1.74001300
19.98402040,152.24160000,1.63625000
20.03402040,153.27920000,1.51493900
20.08402040,154.19480000,1.40690300
20.13402039,154.53050000,1.27994600
20.18402039,154.21000000,1.16611200
20.23402039,153.95060000,1.03457700
20.28402038,153.76750000,0.91891230
20.33402038,153.23340000,0.78478350
20.38402038,152.40940000,0.66637160
20.43402037,152.47050000,0.53147980
20.48402037,153.58440000,0.41459400
20.53402037,152.60780000,0.27756580
20.58402037,149.78480000,0.15488140
20.63402036,147.74010000,0.01709037
20.68402036,146.73300000,-0.10101630
20.73402036,145.87850000,-0.23758660
20.78402035,145.52750000,-0.35767690
20.83402035,144.61190000,-0.49394210
20.88402035,143.52850000,-0.61189610
20.93402034,141.01080000,-0.74694050
20.98402034,137.51640000,-0.86474200
21.03402034,134.98340000,-0.99703970
21.08402034,133.96100000,-1.11011100
21.13402033,132.02310000,-1.23813600
21.18402033,129.81050000,-1.34830800
21.23402033,127.27740000,-1.47373900
21.28402032,125.04960000,-1.58269000
21.33402032,122.13510000,-1.70323800
21.38402032,119.25110000,-1.80471200
21.43402032,116.01610000,-1.91900400
21.48402031,113.20840000,-2.01696800
21.53402031,110.14130000,-2.12454600
21.58402031,107.65400000,-2.21411800
21.63402030,104.12920000,-2.31574400
21.68402030,100.45170000,-2.40363800
21.73402030,96.59108000,-2.49809300
21.78402029,93.52396000,-2.57515200
21.83402029,89.73968000,-2.66090900
21.88402029,86.21478000,-2.73293300
21.93402029,82.29315000,-2.81151800
21.98402028,78.95138000,-2.87652200
22.03402028,74.90768000,-2.94595200
22.08402028,71.18443000,-3.00225800
22.13402027,66.86605000,-3.06176900
22.18402027,63.03598000,-3.10922600
22.23402027,58.68709000,-3.15881800
22.28402026,54.91806000,-3.19757700
22.33402026,50.50813000,-3.23801400
22.38402026,46.54072000,-3.26990600
22.43402026,42.14606000,-3.30057700
22.48402025,38.43806000,-3.32255000
22.53402025,34.01288000,-3.34223500
22.58402025,29.98443000,-3.35474700
22.63402024,25.45243000,-3.36344500
22.68402024,21.50029000,-3.36603900
22.73402024,17.13614000,-3.36497100
22.78402023,13.48918000,-3.36024000
22.83402023,9.17081200,-3.34955900
22.88402023,5.27970200,-3.33582600
22.93402023,1.02237000,-3.31370000
22.98402022,-2.48725800,-3.28852200
23.03402022,-6.75985000,-3.25571500
23.08402022,-10.69674000,-3.22336500
23.13402021,-14.80148000,-3.18140200
23.18402021,-18.03644000,-3.14035500
23.23402021,-21.97333000,-3.08862600
23.28402021,-25.63555000,-3.03933800
23.33402020,-29.38932000,-2.97692800
23.38402020,-32.30384000,-2.91741700
23.43402020,-35.90503000,-2.84585100
23.48402019,-39.24680000,-2.78069400
23.53402019,-42.80221000,-2.70149900
23.58402019,-45.70147000,-2.62886400
23.63402018,-48.84487000,-2.54051300
23.68402018,-51.42368000,-2.45918200
23.73402018,-54.46028000,-2.36274300
23.78402018,-57.17642000,-2.27576500
23.83402017,-60.04517000,-2.17291800
23.88402017,-62.34931000,-2.08059900
23.93402017,-64.74501000,-1.97088500
23.98402016,-66.59138000,-1.87154800
24.03402016,-68.86501000,-1.75603500
24.08402016,-71.00131000,-1.65364500
24.13402015,-73.00027000,-1.53218200
24.18402015,-74.35835000,-1.42246800
24.23402015,-76.11316000,-1.29596900
24.28402015,-77.79168000,-1.18503400
24.33402014,-79.27183000,-1.05548300
24.38402014,-80.18738000,-0.94058050
24.43402014,-81.36234000,-0.80690940
24.48402013,-82.47626000,-0.68865020
24.53402013,-83.63597000,-0.55269020
24.58402013,-84.61256000,-0.43351540
24.63402013,-85.07034000,-0.29602950
24.68402012,-84.82619000,-0.17517620
24.73402012,-85.03982000,-0.03753777
24.78402012,-85.61967000,0.08148442
24.83402011,-85.69597000,0.21927550
24.88402011,-85.26871000,0.34058660
24.93402011,-84.99404000,0.47822510
24.98402010,-84.96352000,0.59724720
25.03402010,-84.41419000,0.73320720
25.08402010,-83.46812000,0.85161900
25.13402010,-82.65938000,0.98483230
25.18402009,-82.21686000,1.09881900
25.23402009,-81.17924000,1.22882800
25.28402009,-79.85168000,1.34174600
25.33402008,-78.37153000,1.46900800
25.38402008,-77.10501000,1.57841700
25.43402008,-75.59435000,1.70064400
25.48402007,-74.23627000,1.80455900
25.53402007,-72.40516000,1.92175100
25.58402007,-70.54353000,2.02230900
25.63402007,-68.57509000,2.13278600
25.68402006,-67.01865000,2.22495200
25.73402006,-64.74501000,2.32902000
25.78402006,-62.30353000,2.41813400
25.83402005,-59.90783000,2.51579300
25.88402005,-58.16828000,2.59743000
25.93402005,-55.68102000,2.68700200
25.98402004,-53.10220000,2.76146700
26.03402004,-50.37080000,2.84279900
26.08402004,-48.17347000,2.90994000
26.13402004,-45.33524000,2.98196400
26.18402003,-42.60384000,3.04040600
26.23402003,-39.61303000,3.10342700
26.28402003,-37.11050000,3.15485100
26.33402002,-34.15021000,3.20825800
26.38402002,-31.51036000,3.25006900
26.43402002,-28.41273000,3.29416800
26.48402002,-25.68132000,3.32911200
26.53402001,-22.32429000,3.36359800
26.58402001,-19.18088000,3.38892800
26.63402001,-15.80859000,3.41227500
26.68402000,-13.06192000,3.42783900
26.73402000,-9.85747800,3.44111400
26.78402000,-7.03451600,3.44920200
26.83401999,-3.84533200,3.45194900
26.88401999,-1.12918500,3.44874400
26.93401999,2.15155500,3.44111400
26.98401999,5.17288700,3.43089100
27.03401998,8.43836800,3.41288500
27.08401998,11.13926000,3.39152200
27.13401998,14.25214000,3.36268200
27.18401997,16.98355000,3.33399500
27.23401997,19.92859000,3.29508400
27.28401997,22.33955000,3.25632500
27.33401996,25.16251000,3.20734300
27.38401996,27.64977000,3.16065000
27.43401996,30.42695000,3.10296900
27.48401996,32.80740000,3.04910400
27.53401995,35.38621000,2.98181100
27.58401995,37.52250000,2.91802700
27.63401995,40.02502000,2.84173100
27.68401994,42.28339000,2.77230100
27.73401994,44.48072000,2.68730700
27.78401994,46.03717000,2.60811200
27.83401994,48.02087000,2.51442000
27.88401993,49.91302000,2.42988400
27.93401993,51.80516000,2.32993600
27.98401993,53.25480000,2.24005900
28.03401992,54.71968000,2.13217600
28.08401992,55.81835000,2.03375300
28.13401992,57.13065000,1.92007200
28.18401991,58.35139000,1.82027600
28.23401991,59.25168000,1.70110200
28.28401991,59.54161000,1.59276100
28.33401991,60.41138000,1.46885600
28.38401990,61.66264000,1.36082000
28.43401990,62.15094000,1.23310000
28.48401990,61.75420000,1.11835100
28.53401989,61.89153000,0.98605300
28.58401989,62.50190000,0.86962490
28.63401989,62.48664000,0.73519090
28.68401988,61.87627000,0.61677910
28.73401988,61.34220000,0.48036130
28.78401988,60.94546000,0.36027100
28.83401988,60.35035000,0.22339550
28.88401987,59.70946000,0.10452590
28.93401987,58.73287000,-0.03326518
28.98401987,57.64946000,-0.15503400
29.03401986,56.56605000,-0.29206210
29.08401986,55.80309000,-0.40910060
29.13401986,54.33820000,-0.54475540
29.18401985,52.52235000,-0.66423540
29.23401985,50.75228000,-0.79866940
29.28401985,49.50102000,-0.91387680
29.33401985,47.45628000,-1.04510600
29.38401984,45.15213000,-1.15894000
29.43401984,42.89376000,-1.28650800
29.48401984,41.29154000,-1.39576400
29.53401983,38.81954000,-1.51875400
29.58401983,36.14917000,-1.62434800
29.63401983,33.23465000,-1.74275900
29.68401983,30.74740000,-1.84392800
29.73401982,27.83288000,-1.95638900
29.78401982,25.23881000,-2.05160700
29.83401982,22.03436000,-2.15796400
29.88401981,18.98251000,-2.24845100
29.93401981,15.61022000,-2.34717800
29.98401981,12.77200000,-2.42912100
30.03401980,9.18607000,-2.52006600
30.08401980,5.75273800,-2.59666700
30.13401980,2.02948100,-2.68044100
30.18401980,-1.00711100,-2.74987000
30.23401979,-4.85244300,-2.82494600
30.28401979,-8.52992300,-2.88674600
30.33401979,-12.48207000,-2.95312400
30.38401978,-15.71703000,-3.00759900
30.43401978,-19.62340000,-3.06314300
30.48401978,-23.19407000,-3.10541100
30.53401977,-27.39036000,-3.15149400
30.58401977,-31.20517000,-3.18964200
30.63401977,-35.37095000,-3.22687500
30.68401977,-38.80428000,-3.25388300
30.73401976,-42.93954000,-3.28058700
30.78401976,-46.70858000,-3.30027200
30.83401976,-50.92013000,-3.31644700
30.88401975,-54.50606000,-3.32499200
30.93401975,-58.70235000,-3.33033200
30.98401975,-62.44087000,-3.33094300
31.03401975,-66.51508000,-3.32651800
31.08401974,-69.90264000,-3.31843000
31.13401974,-73.79375000,-3.30332400
31.18401974,-77.18130000,-3.28486000
31.23401973,-81.01138000,-3.25922400
31.28401973,-84.33789000,-3.23267300
31.33401973,-87.96960000,-3.19803500
31.38401972,-91.83018000,-3.16385400
31.43401972,-87.26767000,-3.12219600
31.48401972,-75.18234000,-3.08374300
31.53401972,-64.40931000,-3.03384500
31.58401971,-56.52028000,-2.98562600
31.63401971,-50.32502000,-2.92413100
31.68401971,-47.45628000,-2.86492500
31.73401970,-44.70961000,-2.79320700
31.78401970,-43.15317000,-2.72743900
31.83401970,-40.49806000,-2.64717600
31.88401969,-37.38517000,-2.57301500
31.93401969,-35.09629000,-2.48466400
31.98401969,-34.22651000,-2.40455300
32.03401969,-32.38013000,-2.30826700
32.08401968,-30.13703000,-2.22006900
32.13401968,-27.98547000,-2.11615300
32.18401968,-26.39851000,-2.02291900
32.23401967,-24.70473000,-1.91305300
32.28401967,-23.40770000,-1.81493600
32.33401967,-21.45451000,-1.69805000
32.38401966,-19.27244000,-1.59215100
32.43401966,-17.48711000,-1.47068700
32.48401966,-16.57155000,-1.36478800
32.53401966,-14.96933000,-1.23874600
32.58401965,-13.15348000,-1.12476000
32.63401965,-11.35289000,-0.99475080
32.68401965,-9.99481200,-0.88198490
32.73401964,-8.45362700,-0.74877160
32.78401964,-7.14133100,-0.62913910
32.83401964,-5.50859100,-0.49317910
32.88401964,-3.95214700,-0.37553030
32.93401963,-2.53303600,-0.23926510
32.98401963,-1.64799900,-0.11948000
33.03401963,-0.32044430,0.01831111
33.08401962,1.06814800,0.13931700
33.13401962,2.54829500,0.27634510
33.18401962,3.76903600,0.39460430
33.23401961,5.09659100,0.53117470
33.28401961,6.13422000,0.65157020
33.33401961,7.62962700,0.78646200
33.38401961,9.12503300,0.90151680
33.43401960,10.71200000,1.03366200
33.48401960,11.15452000,1.14993700
33.53401960,20.08118000,1.27536800
33.58401959,34.89791000,1.37806300
33.63401959,54.46028000,1.49494900
33.68401959,76.14368000,1.59505000
33.73401958,84.33789000,1.71330900
33.78401958,76.49464000,1.82012400
33.83401958,77.99004000,1.93441600
33.88401958,87.42027000,2.02703900
33.93401957,91.20457000,2.13522700
33.98401957,88.74783000,2.23151400
34.03401957,90.92989000,2.33375000
34.08401956,96.97256000,2.41645600
34.13401956,99.96337000,2.51045300
34.18401956,99.27671000,2.59178400
34.23401956,101.51980000,2.67799900
34.28401955,105.91450000,2.74712400
34.33401955,109.13420000,2.82525100
34.38401955,110.50750000,2.89239200
34.43401954,113.14740000,2.96258400
34.48401954,116.30600000,3.01828100
34.53401954,119.12900000,3.07794400
34.58401953,120.89910000,3.12601100
34.63401953,123.84410000,3.17636700
34.68401953,127.24690000,3.21634600
34.73401953,130.26820000,3.25678300
34.78401952,132.17570000,3.28730100
34.83401952,135.07490000,3.31782000
34.88401952,138.20310000,3.34055600
34.93401951,141.07180000,3.36054600
34.98401951,142.94870000,3.37321100
35.03401951,145.74110000,3.38145100
35.08401950,148.70140000,3.38328200
35.13401950,151.69220000,3.38236600
35.18401950,153.96590000,3.37885700
35.23401950,156.80410000,3.36848000
35.28401949,159.45920000,3.35428900
35.33401949,162.22110000,3.33216400
35.38401949,164.37270000,3.30759600
35.43401948,167.01250000,3.27585700
35.48401948,169.46930000,3.24488000
35.53401948,171.97180000,3.20337500
35.58401948,173.86390000,3.16202300
35.63401947,176.18330000,3.10998900
35.68401947,178.35020000,3.06054900
35.73401947,180.37960000,2.99859600
35.78401946,181.73770000,2.93954300
35.83401946,183.84350000,2.86904500
35.88401946,186.22390000,2.80480400
35.93401945,188.13130000,2.72576100
35.98401945,189.12320000,2.65221100
36.03401945,190.69490000,2.56386000
36.08401945,192.40390000,2.48329100
36.13401944,193.92990000,2.38776800
36.18401944,194.93700000,2.30155300
36.23401944,196.06620000,2.19931700
36.28401943,197.02750000,2.10730300
36.33401943,197.95830000,1.99789400
36.38401943,198.62970000,1.89901400
36.43401942,199.28590000,1.78289100
36.48401942,199.75890000,1.67882300
36.53401942,200.27770000,1.55812300
36.58401942,200.73550000,1.45130800
36.63401941,200.87280000,1.32602900
36.68401941,200.64390000,1.21387400
36.73401941,200.56760000,1.08447500
36.78401940,200.68970000,0.97048860
36.83401940,200.44560000,0.83803830
36.88401940,199.91150000,0.72069460
36.93401939,199.22480000,0.58519240
36.98401939,198.50760000,0.46617020
37.03401939,197.80570000,0.32959990
37.08401939,197.36320000,0.21027250
37.13401938,196.23400000,0.07263406
37.18401938,194.70810000,-0.04837184
37.23401938,193.22790000,-0.18539990
37.28401937,192.19030000,-0.30365920
37.33401937,190.43550000,-0.44007690
37.38401937,188.40600000,-0.56001470
37.43401937,186.55960000,-0.69536420
37.48401936,185.41520000,-0.81179240
37.53401936,183.14160000,-0.94500570
37.58401936,180.30330000,-1.06128100
37.63401935,177.95340000,-1.19098500
37.68401935,176.70220000,-1.30130900
37.73401935,174.07760000,-1.42674000
37.78401934,170.76630000,-1.53553900
37.83401934,167.83650000,-1.65685000
37.88401934,166.02070000,-1.75985000
37.93401934,162.96880000,-1.87612500
37.98401933,159.47450000,-1.97607400
38.03401933,156.04110000,-2.08639800
38.08401933,153.47760000,-2.17947900
38.13401932,150.10530000,-2.28247900
38.18401932,146.88560000,-2.36915200
38.23401932,142.93340000,-2.46513300
38.28401931,139.19490000,-2.54615900
38.33401931,135.44110000,-2.63420500
38.38401931,132.70970000,-2.70699200
38.43401931,128.66600000,-2.78832400
38.48401930,124.33240000,-2.85805800
38.53401930,120.30400000,-2.93038700
38.58401930,117.67940000,-2.98699900
38.63401929,113.45260000,-3.04849400
38.68401929,108.72220000,-3.09915500
38.73401929,104.29700000,-3.15164600
38.78401929,101.30620000,-3.19254100
38.83401928,96.78944000,-3.23587800
38.88401928,91.89122000,-3.27066900
38.93401928,87.32871000,-3.30469700
38.98401927,84.23108000,-3.32956900
39.03401927,79.92797000,-3.35200000
39.08401927,75.54856000,-3.36634400
39.13401926,70.97079000,-3.37778900
39.18401926,67.30857000,-3.38343500
39.23401926,62.83760000,-3.38526600
39.28401926,58.67183000,-3.38282400
39.33401925,54.24665000,-3.37443200
39.38401925,50.69124000,-3.36207200
39.43401925,46.22028000,-3.34299800
39.48401924,41.99347000,-3.32209200
39.53401924,37.46147000,-3.29248900
39.58401924,33.75347000,-3.26181800
39.63401923,29.66399000,-3.22260200
39.68401923,26.27644000,-3.18460700
39.73401923,22.27851000,-3.13577700
39.78401923,18.69258000,-3.08847300
39.83401922,14.64888000,-3.02926700
39.88401922,11.13926000,-2.97311300
39.93401922,7.20236800,-2.90444700
39.98401921,3.81481300,-2.84081600
40.03401921,0.15259250,-2.76345100
40.08401921,-2.86874000,-2.69234300
40.13401920,-6.07318300,-2.60658600
40.18401920,-8.59096100,-2.52800100
40.23401920,-11.56651000,-2.43415600
40.28401920,-14.16059000,-2.34870500
40.33401919,-17.27348000,-2.24738300
40.38401919,-20.15747000,-2.15567500
40.43401919,-23.02621000,-2.04763900
40.48401918,-25.14725000,-1.95059000
40.53401918,-27.58873000,-1.83614600
40.58401918,-29.70977000,-1.73329900
40.63401918,-32.01391000,-1.61336100
40.68401917,-33.90606000,-1.50730900
40.73401917,-35.81347000,-1.38233600
40.78401917,-37.20206000,-1.27033300
40.83401916,-38.88058000,-1.14185000
40.88401916,-40.40651000,-1.02938900
40.93401916,-41.70354000,-0.89678640
40.98401915,-42.43599000,-0.77776420
41.03401915,-43.67199000,-0.64256720
41.08401915,-45.13688000,-0.52552870
41.13401915,-46.00665000,-0.38911100
41.18401914,-46.05243000,-0.26810510
41.23401914,-46.72383000,-0.13031400
41.28401914,-47.85302000,-0.01083407
41.33401913,-48.29554000,0.12710960
41.38401913,-48.02087000,0.24811550
41.43401913,-47.66991000,0.38666950
41.48401912,-47.22739000,0.50767540
41.53401912,-47.01376000,0.64378800
41.58401912,-47.10532000,0.76052120
41.63401912,-46.51020000,0.89526050
41.68401911,-45.38102000,1.01367200
41.73401911,-44.48072000,1.14566500
41.78401911,-44.03821000,1.25766800
41.83401910,-42.90902000,1.38493000
41.88401910,-41.41361000,1.49494900
41.93401910,-39.99451000,1.61839700
41.98401910,-39.01791000,1.72383800
42.03401909,-37.50724000,1.84255500
42.08401909,-35.87451000,1.94433400
42.13401909,-34.11969000,2.05725300
42.18401908,-32.65480000,2.15231800
42.23401908,-30.73214000,2.25837000
42.28401908,-28.80947000,2.34794200
42.33401907,-26.59688000,2.44727900
42.38401907,-24.59792000,2.53090000
42.43401907,-22.24799000,2.62291300
42.48401907,-20.11170000,2.69966700
42.53401906,-17.54814000,2.78374600
42.58401906,-15.19822000,2.85348100
42.63401906,-12.52785000,2.92870900
42.68401905,-10.22370000,2.99005100
42.73401905,-7.43125700,3.05612300
42.78401905,-4.85244300,3.10998900
42.83401904,-2.04474000,3.16629500
42.88401904,0.25940730,3.21054700
42.93401904,3.29599900,3.25678300
42.98401904,6.27155400,3.29310000
43.03401903,9.53703400,3.33033200
43.08401903,12.26844000,3.35902000
43.13401903,15.50340000,3.38618100
43.18401902,18.43318000,3.40495000
43.23401902,21.48503000,3.42082000
43.28401902,23.83496000,3.42967000
43.33401901,26.77999000,3.43546900
43.38401901,29.54192000,3.43638400
43.43401901,32.74636000,3.43211200
43.48401901,35.64562000,3.42341400
43.53401900,38.74324000,3.40861200
43.58401900,41.27628000,3.39136900
43.63401900,44.16028000,3.36588600
43.68401899,46.60176000,3.33872500
43.73401899,49.50102000,3.30301800
43.78401899,52.14087000,3.26792200
43.83401899,54.79598000,3.22199200
43.88401898,56.85598000,3.17697700
43.93401898,58.62605000,3.12036500
43.98401898,59.49583000,3.06650000
44.03401897,62.05938000,3.00241100
44.08401897,65.69109000,2.94503600
44.13401897,68.63612000,2.87163900
44.18401896,70.19257000,2.80114200
44.23401896,73.04604000,2.71874100
44.28401896,76.50990000,2.64565000
44.33401896,78.76827000,2.55455200
44.38401895,79.34812000,2.46849000
44.43401895,80.05005000,2.36899900
44.48401895,80.46205000,2.28125900
44.53401894,81.85063000,2.17688500
44.58401894,83.84959000,2.08273600
44.63401894,85.90960000,1.97134300
44.68401893,87.71019000,1.87078500
44.73401893,88.41212000,1.75252500
44.78401893,87.72545000,1.64647400
44.83401893,87.89330000,1.52317900
44.88401892,88.70204000,1.41377000
44.93401892,89.46500000,1.28742300
44.98401892,90.09064000,1.17618300
45.03401891,90.48738000,1.04556400
45.08401891,90.60945000,0.92867820
45.13401891,90.45686000,0.79500720
45.18401891,90.09064000,0.67857900
45.23401890,89.35819000,0.54231390
45.28401890,88.39686000,0.42100280
45.33401890,87.83227000,0.28412730
45.38401889,87.84753000,0.16647850
45.43401889,87.03879000,0.02929777
45.48401889,85.66545000,-0.09216590
45.53401888,84.35316000,-0.22965180
45.58401888,83.40708000,-0.34836880
45.63401888,82.03374000,-0.48387100
45.68401888,80.66042000,-0.60151980
45.73401887,78.79879000,-0.73671680
45.78401887,76.90664000,-0.85528120
45.83401887,74.90768000,-0.98818930
45.88401886,73.33597000,-1.10141300
45.93401886,71.01657000,-1.22974300
45.98401886,68.55983000,-1.34067800
46.03401885,66.11835000,-1.46473600
46.08401885,64.36353000,-1.57033000
46.13401885,61.34220000,-1.68981000
46.18401885,57.74102000,-1.79296200
46.23401884,54.76546000,-1.90710200
46.28401884,53.22428000,-2.00323500
46.33401884,50.03510000,-2.11111800
46.38401883,46.05243000,-2.20328400
46.43401883,42.43599000,-2.30460500
46.48401883,40.04028000,-2.38944700
46.53401882,36.65273000,-2.48237600
46.58401882,33.18888000,-2.55974000
46.63401882,29.34355000,-2.64580200
46.68401882,26.03229000,-2.71889400
46.73401881,22.17170000,-2.79717400
46.78401881,18.76888000,-2.86126300
46.83401881,14.74044000,-2.92947200
46.88401880,11.07822000,-2.98471000
46.93401880,7.04977500,-3.04269500
46.98401880,3.72325800,-3.08847300
47.03401880,-0.61037020,-3.13745500
47.08401879,-4.85244300,-3.17728200
47.13401879,-9.26236700,-3.21771900
47.18401879,-12.75674000,-3.24900100
47.23401878,-16.98355000,-3.27860400
47.28401878,-20.82888000,-3.29920300
47.33401878,-25.16251000,-3.31797200
47.38401877,-28.90103000,-3.32987500
47.43401877,-33.28043000,-3.33872500
47.48401877,-37.21732000,-3.34269200
47.53401877,-41.58147000,-3.34147200
47.58401876,-45.25895000,-3.33536800
47.63401876,-49.45524000,-3.32300800
47.68401876,-53.08694000,-3.30729100
47.73401875,-57.29850000,-3.28424900
47.78401875,-61.03701000,-3.25968200
47.83401875,-65.11124000,-3.22702700
47.88401874,-68.49879000,-3.19437200
47.93401874,-72.38990000,-3.15164600
47.98401874,-75.79271000,-3.10983600
48.03401874,-79.56175000,-3.05673400
48.08401873,-82.72041000,-3.00561500
48.13401873,-86.35212000,-2.94290000
48.18401873,-89.51079000,-2.88476200
48.23401872,-92.91360000,-2.81319600
48.28401872,-95.67552000,-2.74636100
48.33401872,-98.94100000,-2.66655500
48.38401872,-101.90130000,-2.59407300
48.43401871,-104.86160000,-2.50541700
48.48401871,-107.05890000,-2.42301700
48.53401871,-109.85140000,-2.32627300
48.58401870,-112.52170000,-2.23975300
48.63401870,-115.07000000,-2.13660100
48.68401870,-116.84010000,-2.04306200
48.73401869,-119.08320000,-1.93304200
48.78401869,-121.18900000,-1.83446800
48.83401869,-123.15740000,-1.71788700
48.88401869,-124.48500000,-1.61275100
48.93401868,-126.22460000,-1.49113400
48.98401868,-127.96410000,-1.38386200
49.03401868,-129.44420000,-1.25827800
49.08401867,-130.34450000,-1.14642800
49.13401867,-131.21430000,-1.01580900
49.18401867,-131.84000000,-0.89907530
49.23401866,-132.19090000,-0.76631980
49.28401866,-132.99960000,-0.65080720
49.33401866,-125.29370000,-0.51896730
49.38401866,-110.62960000,-0.40437020
49.43401865,-98.16278000,-0.27329330
49.48401865,-90.01434000,-0.15976440
49.53401865,-82.33893000,-0.02578814
49.58401864,-77.25760000,0.09445479
49.63401864,-72.45094000,0.23102510
49.68401864,-69.41434000,0.34958950
49.73401863,-65.17227000,0.48539690
49.78401863,-60.83864000,0.60380870
49.83401863,-57.02383000,0.73885310
49.88401863,-54.73494000,0.85634930
49.93401862,-51.49998000,0.98849450
49.98401862,-48.24976000,1.10171800
50.03401862,-44.90799000,1.23096400
50.08401861,-42.29865000,1.34342500
50.13401861,-39.41465000,1.46916100
50.18401861,-37.04947000,1.57612800
50.23401861,-34.18073000,1.69774500
50.28401860,-31.55614000,1.80333900
